"Plot Title: SC StA DO Meter"
"#","Date Time, GMT-08:00","DO conc, mg/L (LGR S/N: 21658049, SEN S/N: 21658049, LBL: DO)","Temp, °F (LGR S/N: 21658049, SEN S/N: 21658049, LBL: Temp)","Coupler Detached (LGR S/N: 21658049)","Coupler Attached (LGR S/N: 21658049)","Host Connected (LGR S/N: 21658049)","End Of File (LGR S/N: 21658049)"
94,03/10/25 05:56:49 AM,12.83,41.72,,,,
95,03/10/25 06:56:49 AM,12.83,41.61,,,,
96,03/10/25 07:56:49 AM,12.83,41.54,,,,
97,03/10/25 08:56:49 AM,12.86,41.58,,,,
98,03/10/25 09:56:49 AM,12.86,41.65,,,,
99,03/10/25 10:56:49 AM,12.85,41.76,,,,
100,03/10/25 11:56:49 AM,12.83,41.94,,,,
101,03/10/25 12:56:49 PM,12.82,42.15,,,,
102,03/10/25 01:56:49 PM,12.79,42.30,,,,
103,03/10/25 02:56:49 PM,12.73,42.33,,,,
104,03/10/25 03:56:49 PM,12.73,42.33,,,,
105,03/10/25 04:56:49 PM,12.68,42.40,,,,
106,03/10/25 05:56:49 PM,12.64,42.40,,,,
107,03/10/25 06:56:49 PM,12.60,42.37,,,,
108,03/10/25 07:56:49 PM,12.58,42.30,,,,
109,03/10/25 08:56:49 PM,12.55,42.30,,,,
110,03/10/25 09:56:49 PM,12.53,42.30,,,,
111,03/10/25 10:56:49 PM,12.52,42.26,,,,
112,03/10/25 11:56:49 PM,12.51,42.26,,,,
113,03/11/25 12:56:49 AM,12.52,42.19,,,,
114,03/11/25 01:56:49 AM,12.50,42.15,,,,
115,03/11/25 02:56:49 AM,12.50,42.12,,,,
116,03/11/25 03:56:49 AM,12.52,42.04,,,,
117,03/11/25 04:56:49 AM,12.52,42.01,,,,
118,03/11/25 05:56:49 AM,12.52,41.94,,,,
119,03/11/25 06:56:49 AM,12.52,41.86,,,,
120,03/11/25 07:56:49 AM,12.53,41.83,,,,
121,03/11/25 08:56:49 AM,12.54,41.83,,,,
122,03/11/25 09:56:49 AM,12.53,41.86,,,,
123,03/11/25 10:56:49 AM,12.54,42.04,,,,
124,03/11/25 11:56:49 AM,12.53,42.26,,,,
125,03/11/25 12:56:49 PM,12.53,42.33,,,,
126,03/11/25 01:56:49 PM,12.52,42.33,,,,
127,03/11/25 02:56:49 PM,12.51,42.33,,,,
128,03/11/25 03:56:49 PM,12.48,42.37,,,,
129,03/11/25 04:56:49 PM,12.46,42.33,,,,
130,03/11/25 05:56:49 PM,12.45,42.33,,,,
131,03/11/25 06:56:49 PM,12.44,42.30,,,,
132,03/11/25 07:56:49 PM,12.41,42.30,,,,
133,03/11/25 08:56:49 PM,12.41,42.26,,,,
134,03/11/25 09:56:49 PM,12.40,42.26,,,,
135,03/11/25 10:56:49 PM,12.40,42.19,,,,
136,03/11/25 11:56:49 PM,12.41,42.15,,,,
137,03/12/25 12:56:49 AM,12.43,42.08,,,,
138,03/12/25 01:56:49 AM,12.43,42.01,,,,
139,03/12/25 02:56:49 AM,12.45,41.94,,,,
140,03/12/25 03:56:49 AM,12.44,41.86,,,,
141,03/12/25 04:56:49 AM,12.45,41.79,,,,
142,03/12/25 05:56:49 AM,12.45,41.72,,,,
143,03/12/25 06:56:49 AM,12.46,41.65,,,,
144,03/12/25 07:56:49 AM,12.47,41.61,,,,
145,03/12/25 08:56:49 AM,12.47,41.61,,,,
146,03/12/25 09:56:49 AM,12.47,41.61,,,,
147,03/12/25 10:56:49 AM,12.50,41.72,,,,
148,03/12/25 11:56:49 AM,12.53,41.97,,,,
149,03/12/25 12:56:49 PM,12.53,42.22,,,,
150,03/12/25 01:56:49 PM,12.53,42.48,,,,
151,03/12/25 02:56:49 PM,12.52,42.66,,,,
152,03/12/25 03:56:49 PM,12.50,42.80,,,,
153,03/12/25 04:56:49 PM,12.47,42.76,,,,
154,03/12/25 05:56:49 PM,12.44,42.66,,,,
155,03/12/25 06:56:49 PM,12.41,42.51,,,,
156,03/12/25 07:56:49 PM,12.39,42.37,,,,
157,03/12/25 08:56:49 PM,12.38,42.33,,,,
158,03/12/25 09:56:49 PM,12.36,42.30,,,,
159,03/12/25 10:56:49 PM,12.37,42.22,,,,
160,03/12/25 11:56:49 PM,12.36,42.15,,,,
161,03/13/25 12:56:49 AM,12.37,42.04,,,,
162,03/13/25 01:56:49 AM,12.37,41.94,,,,
163,03/13/25 02:56:49 AM,12.38,41.86,,,,
164,03/13/25 03:56:49 AM,12.39,41.76,,,,
165,03/13/25 04:56:49 AM,12.40,41.68,,,,
166,03/13/25 05:56:49 AM,12.43,41.58,,,,
167,03/13/25 06:56:49 AM,12.44,41.47,,,,
168,03/13/25 07:56:49 AM,12.45,41.40,,,,
169,03/13/25 08:56:49 AM,12.47,41.36,,,,
170,03/13/25 09:56:49 AM,12.48,41.50,,,,
171,03/13/25 10:56:49 AM,12.50,41.68,,,,
172,03/13/25 11:56:49 AM,12.50,41.76,,,,
173,03/13/25 12:56:49 PM,12.52,41.79,,,,
174,03/13/25 01:56:49 PM,12.50,42.15,,,,
175,03/13/25 02:56:49 PM,12.48,42.37,,,,
176,03/13/25 03:56:49 PM,12.47,42.37,,,,
177,03/13/25 04:56:49 PM,12.47,42.19,,,,
178,03/13/25 05:56:49 PM,12.46,42.08,,,,
179,03/13/25 06:56:49 PM,12.45,41.90,,,,
180,03/13/25 07:56:49 PM,12.43,41.72,,,,
181,03/13/25 08:56:49 PM,12.41,41.61,,,,
182,03/13/25 09:56:49 PM,12.41,41.58,,,,
183,03/13/25 10:56:49 PM,12.40,41.47,,,,
184,03/13/25 11:56:49 PM,12.40,41.40,,,,
185,03/14/25 12:56:49 AM,12.41,41.36,,,,
186,03/14/25 01:56:49 AM,12.43,41.25,,,,
187,03/14/25 02:56:49 AM,12.43,41.18,,,,
188,03/14/25 03:56:49 AM,12.43,41.14,,,,
189,03/14/25 04:56:49 AM,12.44,41.11,,,,
190,03/14/25 05:56:49 AM,12.44,41.04,,,,
191,03/14/25 06:56:49 AM,12.44,40.96,,,,
192,03/14/25 07:56:49 AM,12.45,40.89,,,,
193,03/14/25 08:56:49 AM,12.45,41.00,,,,
194,03/14/25 09:56:49 AM,12.46,41.14,,,,
195,03/14/25 10:56:49 AM,12.46,41.50,,,,
196,03/14/25 11:56:49 AM,12.46,41.94,,,,
197,03/14/25 12:56:49 PM,12.44,42.33,,,,
198,03/14/25 01:56:49 PM,12.40,42.55,,,,
199,03/14/25 02:56:49 PM,12.38,42.62,,,,
200,03/14/25 03:56:49 PM,12.36,42.58,,,,
201,03/14/25 04:56:49 PM,12.33,42.55,,,,
202,03/14/25 05:56:49 PM,12.31,42.44,,,,
203,03/14/25 06:56:49 PM,12.28,42.26,,,,
204,03/14/25 07:56:49 PM,12.26,42.12,,,,
205,03/14/25 08:56:49 PM,12.24,41.97,,,,
206,03/14/25 09:56:49 PM,12.23,41.94,,,,
207,03/14/25 10:56:49 PM,12.19,41.90,,,,
208,03/14/25 11:56:49 PM,12.19,41.90,,,,
209,03/15/25 12:56:49 AM,12.17,41.86,,,,
210,03/15/25 01:56:49 AM,12.16,41.83,,,,
211,03/15/25 02:56:49 AM,12.17,41.79,,,,
212,03/15/25 03:56:49 AM,12.17,41.79,,,,
213,03/15/25 04:56:49 AM,12.18,41.76,,,,
214,03/15/25 05:56:49 AM,12.18,41.72,,,,
215,03/15/25 06:56:49 AM,12.17,41.68,,,,
216,03/15/25 07:56:49 AM,12.19,41.65,,,,
217,03/15/25 08:56:49 AM,12.20,41.65,,,,
218,03/15/25 09:56:49 AM,12.20,41.65,,,,
219,03/15/25 10:56:49 AM,12.24,41.61,,,,
220,03/15/25 11:56:49 AM,12.27,41.76,,,,
221,03/15/25 12:56:49 PM,12.29,41.97,,,,
222,03/15/25 01:56:49 PM,12.29,42.12,,,,
223,03/15/25 02:56:49 PM,12.31,42.22,,,,
224,03/15/25 03:56:49 PM,12.33,42.30,,,,
225,03/15/25 04:56:49 PM,12.33,42.22,,,,
226,03/15/25 05:56:49 PM,12.35,42.12,,,,
227,03/15/25 06:56:49 PM,12.36,41.97,,,,
228,03/15/25 07:56:49 PM,12.37,41.83,,,,
229,03/15/25 08:56:49 PM,12.37,41.72,,,,
230,03/15/25 09:56:49 PM,12.39,41.65,,,,
231,03/15/25 10:56:49 PM,12.39,41.54,,,,
232,03/15/25 11:56:49 PM,12.39,41.47,,,,
233,03/16/25 12:56:49 AM,12.40,41.40,,,,
234,03/16/25 01:56:49 AM,12.41,41.36,,,,
235,03/16/25 02:56:49 AM,12.41,41.32,,,,
236,03/16/25 03:56:49 AM,12.41,41.25,,,,
237,03/16/25 04:56:49 AM,12.41,41.22,,,,
238,03/16/25 05:56:49 AM,12.41,41.18,,,,
239,03/16/25 06:56:49 AM,12.44,41.14,,,,
240,03/16/25 07:56:49 AM,12.44,41.14,,,,
241,03/16/25 08:56:49 AM,12.46,41.18,,,,
242,03/16/25 09:56:49 AM,12.47,41.29,,,,
243,03/16/25 10:56:49 AM,12.48,41.61,,,,
244,03/16/25 11:56:49 AM,12.48,41.83,,,,
245,03/16/25 12:56:49 PM,12.50,42.12,,,,
246,03/16/25 01:56:49 PM,12.49,42.37,,,,
247,03/16/25 02:56:49 PM,12.48,42.55,,,,
248,03/16/25 03:56:49 PM,12.48,42.48,,,,
249,03/16/25 04:56:49 PM,12.47,42.37,,,,
250,03/16/25 05:56:49 PM,12.46,42.22,,,,
251,03/16/25 06:56:49 PM,12.46,42.01,,,,
252,03/16/25 07:56:49 PM,12.45,41.90,,,,
253,03/16/25 08:56:49 PM,12.45,41.79,,,,
254,03/16/25 09:56:49 PM,12.46,41.76,,,,
255,03/16/25 10:56:49 PM,12.47,41.68,,,,
256,03/16/25 11:56:49 PM,12.50,41.58,,,,
257,03/17/25 12:56:49 AM,12.52,41.50,,,,
258,03/17/25 01:56:49 AM,12.54,41.32,,,,
259,03/17/25 02:56:49 AM,12.56,41.18,,,,
260,03/17/25 03:56:49 AM,12.58,41.11,,,,
261,03/17/25 04:56:49 AM,12.59,41.00,,,,
262,03/17/25 05:56:49 AM,12.61,40.89,,,,
263,03/17/25 06:56:49 AM,12.64,40.78,,,,
264,03/17/25 07:56:49 AM,12.65,40.68,,,,
265,03/17/25 08:56:49 AM,12.67,40.82,,,,
266,03/17/25 09:56:49 AM,12.70,41.11,,,,
267,03/17/25 10:56:49 AM,12.70,41.61,,,,
268,03/17/25 11:56:49 AM,12.70,42.01,,,,
269,03/17/25 12:56:49 PM,12.68,42.44,,,,
270,03/17/25 01:56:49 PM,12.67,42.80,,,,
271,03/17/25 02:56:49 PM,12.64,43.02,,,,
272,03/17/25 03:56:49 PM,12.61,42.94,,,,
273,03/17/25 04:56:49 PM,12.59,42.69,,,,
274,03/17/25 05:56:49 PM,12.57,42.30,,,,
275,03/17/25 06:56:49 PM,12.57,41.97,,,,
276,03/17/25 07:56:49 PM,12.56,41.72,,,,
277,03/17/25 08:56:49 PM,12.56,41.47,,,,
278,03/17/25 09:56:49 PM,12.56,41.32,,,,
279,03/17/25 10:56:49 PM,12.56,41.18,,,,
280,03/17/25 11:56:49 PM,12.57,41.11,,,,
281,03/18/25 12:56:49 AM,12.57,41.00,,,,
282,03/18/25 01:56:49 AM,12.60,40.86,,,,
283,03/18/25 02:56:49 AM,12.62,40.71,,,,
284,03/18/25 03:56:49 AM,12.65,40.57,,,,
285,03/18/25 04:56:49 AM,12.68,40.42,,,,
286,03/18/25 05:56:49 AM,12.71,40.28,,,,
287,03/18/25 06:56:49 AM,12.73,40.10,,,,
288,03/18/25 07:56:49 AM,12.75,40.06,,,,
289,03/18/25 08:56:49 AM,12.76,40.17,,,,
290,03/18/25 09:56:49 AM,12.78,40.46,,,,
291,03/18/25 10:56:49 AM,12.83,40.75,,,,
292,03/18/25 11:56:49 AM,12.83,41.04,,,,
293,03/18/25 12:56:49 PM,12.83,41.32,,,,
294,03/18/25 01:56:49 PM,12.83,41.50,,,,
295,03/18/25 02:56:49 PM,12.80,41.68,,,,
296,03/18/25 03:56:49 PM,12.80,41.79,,,,
297,03/18/25 04:56:49 PM,12.76,41.86,,,,
298,03/18/25 05:56:49 PM,12.73,41.79,,,,
299,03/18/25 06:56:49 PM,12.71,41.65,,,,
300,03/18/25 07:56:49 PM,12.68,41.54,,,,
301,03/18/25 08:56:49 PM,12.65,41.43,,,,
302,03/18/25 09:56:49 PM,12.62,41.36,,,,
303,03/18/25 10:56:49 PM,12.60,41.32,,,,
304,03/18/25 11:56:49 PM,12.59,41.32,,,,
305,03/19/25 12:56:49 AM,12.58,41.32,,,,
306,03/19/25 01:56:49 AM,12.56,41.32,,,,
307,03/19/25 02:56:49 AM,12.55,41.32,,,,
308,03/19/25 03:56:49 AM,12.53,41.32,,,,
309,03/19/25 04:56:49 AM,12.52,41.36,,,,
310,03/19/25 05:56:49 AM,12.51,41.36,,,,
311,03/19/25 06:56:49 AM,12.49,41.36,,,,
312,03/19/25 07:56:49 AM,12.47,41.40,,,,
313,03/19/25 08:56:49 AM,12.45,41.43,,,,
314,03/19/25 09:56:49 AM,12.48,41.47,,,,
315,03/19/25 10:56:49 AM,12.47,41.54,,,,
316,03/19/25 11:56:49 AM,12.47,41.65,,,,
317,03/19/25 12:56:49 PM,12.46,41.76,,,,
318,03/19/25 01:56:49 PM,12.45,41.86,,,,
319,03/19/25 02:56:49 PM,12.44,41.94,,,,
320,03/19/25 03:56:49 PM,12.41,41.97,,,,
321,03/19/25 04:56:49 PM,12.40,41.97,,,,
322,03/19/25 05:56:49 PM,12.39,41.94,,,,
323,03/19/25 06:56:49 PM,12.36,41.94,,,,
324,03/19/25 07:56:49 PM,12.34,41.94,,,,
325,03/19/25 08:56:49 PM,12.34,41.94,,,,
326,03/19/25 09:56:49 PM,12.35,41.94,,,,
327,03/19/25 10:56:49 PM,12.36,41.90,,,,
328,03/19/25 11:56:49 PM,12.38,41.90,,,,
329,03/20/25 12:56:49 AM,12.43,41.83,,,,
330,03/20/25 01:56:49 AM,12.48,41.76,,,,
331,03/20/25 02:56:49 AM,12.53,41.72,,,,
332,03/20/25 03:56:49 AM,12.56,41.68,,,,
333,03/20/25 04:56:49 AM,12.61,41.65,,,,
334,03/20/25 05:56:49 AM,12.66,41.58,,,,
335,03/20/25 06:56:49 AM,12.70,41.47,,,,
336,03/20/25 07:56:49 AM,12.73,41.40,,,,
337,03/20/25 08:56:49 AM,12.76,41.40,,,,
338,03/20/25 09:56:49 AM,12.78,41.54,,,,
339,03/20/25 10:56:49 AM,12.79,41.79,,,,
340,03/20/25 11:56:49 AM,12.79,41.97,,,,
341,03/20/25 12:56:49 PM,12.80,42.01,,,,
342,03/20/25 01:56:49 PM,12.79,41.94,,,,
343,03/20/25 02:56:49 PM,12.79,41.90,,,,
344,03/20/25 03:56:49 PM,12.77,41.83,,,,
345,03/20/25 04:56:49 PM,12.77,41.72,,,,
346,03/20/25 05:56:49 PM,12.77,41.65,,,,
347,03/20/25 06:56:49 PM,12.77,41.58,,,,
348,03/20/25 07:56:49 PM,12.77,41.50,,,,
349,03/20/25 08:56:49 PM,12.78,41.47,,,,
350,03/20/25 09:56:49 PM,12.80,41.40,,,,
351,03/20/25 10:56:49 PM,12.85,41.32,,,,
352,03/20/25 11:56:49 PM,12.87,41.22,,,,
353,03/21/25 12:56:49 AM,12.91,41.07,,,,
354,03/21/25 01:56:49 AM,12.97,40.96,,,,
355,03/21/25 02:56:49 AM,12.99,40.93,,,,
356,03/21/25 03:56:49 AM,13.01,40.96,,,,
357,03/21/25 04:56:49 AM,13.00,41.00,,,,
358,03/21/25 05:56:49 AM,13.00,41.00,,,,
359,03/21/25 06:56:49 AM,12.99,40.89,,,,
360,03/21/25 07:56:49 AM,12.98,40.89,,,,
361,03/21/25 08:56:49 AM,12.98,40.96,,,,
362,03/21/25 09:56:49 AM,12.97,41.04,,,,
363,03/21/25 10:56:49 AM,12.99,41.00,,,,
364,03/21/25 11:56:49 AM,13.02,40.96,,,,
365,03/21/25 12:56:49 PM,13.03,40.89,,,,
366,03/21/25 01:56:49 PM,13.06,40.89,,,,
367,03/21/25 02:56:49 PM,13.05,40.93,,,,
368,03/21/25 03:56:49 PM,13.01,41.00,,,,
369,03/21/25 04:56:49 PM,12.98,41.07,,,,
370,03/21/25 05:56:49 PM,12.97,41.14,,,,
371,03/21/25 06:56:49 PM,12.96,41.14,,,,
372,03/21/25 07:56:49 PM,12.95,41.07,,,,
373,03/21/25 08:56:49 PM,12.95,41.00,,,,
374,03/21/25 09:56:49 PM,12.95,40.93,,,,
375,03/21/25 10:56:49 PM,12.95,40.86,,,,
376,03/21/25 11:56:49 PM,12.94,40.78,,,,
377,03/22/25 12:56:49 AM,12.94,40.75,,,,
378,03/22/25 01:56:49 AM,12.93,40.68,,,,
379,03/22/25 02:56:49 AM,12.93,40.64,,,,
380,03/22/25 03:56:49 AM,12.92,40.64,,,,
381,03/22/25 04:56:49 AM,12.90,40.64,,,,
382,03/22/25 05:56:49 AM,12.90,40.60,,,,
383,03/22/25 06:56:49 AM,12.88,40.60,,,,
384,03/22/25 07:56:49 AM,12.88,40.64,,,,
385,03/22/25 08:56:49 AM,12.90,40.78,,,,
386,03/22/25 09:56:49 AM,12.88,41.00,,,,
387,03/22/25 10:56:49 AM,12.91,41.32,,,,
388,03/22/25 11:56:49 AM,12.88,41.58,,,,
389,03/22/25 12:56:49 PM,12.85,41.79,,,,
390,03/22/25 01:56:49 PM,12.81,42.04,,,,
391,03/22/25 02:56:49 PM,12.77,42.22,,,,
392,03/22/25 03:56:49 PM,12.72,42.26,,,,
393,03/22/25 04:56:49 PM,12.69,42.30,,,,
394,03/22/25 05:56:49 PM,12.67,42.33,,,,
395,03/22/25 06:56:49 PM,12.61,42.30,,,,
396,03/22/25 07:56:49 PM,12.58,42.26,,,,
397,03/22/25 08:56:49 PM,12.57,42.26,,,,
398,03/22/25 09:56:49 PM,12.56,42.22,,,,
399,03/22/25 10:56:49 PM,12.54,42.19,,,,
400,03/22/25 11:56:49 PM,12.55,42.19,,,,
401,03/23/25 12:56:49 AM,12.56,42.12,,,,
402,03/23/25 01:56:49 AM,12.55,42.04,,,,
403,03/23/25 02:56:49 AM,12.57,41.97,,,,
404,03/23/25 03:56:49 AM,12.59,41.83,,,,
405,03/23/25 04:56:49 AM,12.62,41.72,,,,
406,03/23/25 05:56:49 AM,12.65,41.61,,,,
407,03/23/25 06:56:49 AM,12.68,41.50,,,,
408,03/23/25 07:56:49 AM,12.70,41.43,,,,
409,03/23/25 08:56:49 AM,12.74,41.40,,,,
410,03/23/25 09:56:49 AM,12.78,41.36,,,,
411,03/23/25 10:56:49 AM,12.82,41.40,,,,
412,03/23/25 11:56:49 AM,12.91,41.40,,,,
413,03/23/25 12:56:49 PM,12.96,41.40,,,,
414,03/23/25 01:56:49 PM,13.01,41.43,,,,
415,03/23/25 02:56:49 PM,13.06,41.58,,,,
416,03/23/25 03:56:49 PM,13.09,41.76,,,,
417,03/23/25 04:56:49 PM,13.13,41.83,,,,
418,03/23/25 05:56:49 PM,13.10,41.97,,,,
419,03/23/25 06:56:49 PM,13.27,41.83,,,,
420,03/23/25 07:56:49 PM,13.26,41.86,,,,
421,03/23/25 08:56:49 PM,13.23,41.94,,,,
422,03/23/25 09:56:49 PM,13.27,41.86,,,,
423,03/23/25 10:56:49 PM,13.26,41.86,,,,
424,03/23/25 11:56:49 PM,13.24,41.83,,,,
425,03/24/25 12:56:49 AM,13.21,41.86,,,,
426,03/24/25 01:56:49 AM,12.37,44.49,,,,
427,03/24/25 02:56:49 AM,12.14,46.04,,,,
428,03/24/25 03:56:49 AM,12.13,45.90,,,,
429,03/24/25 04:56:49 AM,12.29,45.03,,,,
430,03/24/25 05:56:49 AM,12.34,44.78,,,,
431,03/24/25 06:56:49 AM,12.34,44.71,,,,
432,03/24/25 07:56:49 AM,12.21,45.61,,,,
433,03/24/25 08:56:49 AM,12.05,46.69,,,,
434,03/24/25 09:56:49 AM,11.85,47.95,,,,
435,03/24/25 10:56:49 AM,11.70,48.85,,,,
436,03/24/25 11:56:49 AM,11.61,49.42,,,,
437,03/24/25 12:56:49 PM,11.58,49.53,,,,
438,03/24/25 01:56:49 PM,11.59,49.86,,,,
439,03/24/25 02:56:49 PM,11.69,48.96,,,,
440,03/24/25 03:56:49 PM,11.66,49.14,,,,
441,03/24/25 04:56:49 PM,11.64,49.21,,,,
442,03/24/25 05:56:49 PM,11.65,49.03,,,,
443,03/24/25 06:56:49 PM,11.86,47.80,,,,
444,03/24/25 07:56:49 PM,11.84,47.95,,,,
445,03/24/25 08:56:49 PM,11.99,46.87,,,,
446,03/24/25 09:56:49 PM,11.98,46.76,,,,
447,03/24/25 10:56:49 PM,11.92,47.44,,,,
448,03/24/25 11:56:49 PM,11.90,47.44,,,,
449,03/25/25 12:56:49 AM,11.93,47.30,,,,
450,03/25/25 01:56:49 AM,11.98,47.05,,,,
451,03/25/25 02:56:49 AM,12.00,46.94,,,,
452,03/25/25 03:56:49 AM,12.05,46.54,,,,
453,03/25/25 04:56:49 AM,12.03,46.58,,,,
454,03/25/25 05:56:49 AM,12.12,45.90,,,,
455,03/25/25 06:56:49 AM,12.16,45.72,,,,
456,03/25/25 07:56:49 AM,12.04,46.62,,,,
457,03/25/25 08:56:49 AM,11.72,48.56,,,,
458,03/25/25 09:56:49 AM,11.55,49.71,,,,
459,03/25/25 10:56:49 AM,11.45,50.58,,,,
460,03/25/25 11:56:49 AM,10.78,54.97,,,,
461,03/25/25 12:56:49 PM,10.53,57.13,,,,
462,03/25/25 01:56:49 PM,12.67,43.88,,,,
463,03/25/25 02:56:49 PM,12.65,44.02,,,,
464,03/25/25 03:56:49 PM,12.57,44.35,,,,
465,03/25/25 04:56:49 PM,12.52,44.38,,,,
466,03/25/25 05:56:49 PM,12.48,44.35,,,,
467,03/25/25 06:56:49 PM,12.43,44.24,,,,
468,03/25/25 07:56:49 PM,12.38,44.20,,,,
469,03/25/25 08:56:49 PM,12.36,44.24,,,,
